Viol Location,Offense,Speed Limit,Officer Name,Vio Date,Vio Time,Original Bal
2000   NWMILITARY                                                                                            HY,SPEEDING  52 MPH in a  35 MPH zone,35,"LEMMON, MATTHEW",11/18/2017,1:25:00 PM,296.1
1600     JACKSON KELLER                                                                                      RD,SPEEDING  48 MPH in a  35 MPH zone,35,"SIEMENS, J.",11/18/2017,1:13:00 PM,196.1
6600     WEST                                                                                                AV,SPEEDING  48 MPH in a  35 MPH zone,35,"LEMMON, MATTHEW",11/18/2017,1:13:00 PM,196.1
1700   NWMILITARY                                                                                            HY,SPEEDING  50 MPH in a  35 MPH zone,35,"ZUNIGA, E.",11/17/2017,5:19:00 PM,206.1
5800     BLANCO                                                                                              RD,SPEEDING  46 MPH in a  35 MPH zone,35,"SIEMENS, J.",11/17/2017,4:11:00 PM,186.1
6400     WEST                                                                                                AV,SPEEDING SCHOOL ZONE  40 MPH in a  20 MP,20,"ZUNIGA, E.",11/17/2017,3:56:00 PM,291.1
5700     BLANCO                                                                                              RD,SPEEDING  48 MPH in a  35 MPH zone,35,"SIEMENS, J.",11/17/2017,3:46:00 PM,196.1
6400     WEST                                                                                                AV,SPEEDING SCHOOL ZONE  34 MPH in a  20 MP,20,"ZUNIGA, E.",11/17/2017,3:45:00 PM,301.1
6400     WEST                                                                                                AV,SPEEDING SCHOOL ZONE  35 MPH in a  20 MP,20,"SINGLETON, R.",11/17/2017,3:40:00 PM,256.1
6400     WEST                                                                                                AV,SPEEDING SCHOOL ZONE  35 MPH in a  20 MP,20,"SINGLETON, R.",11/17/2017,3:29:00 PM,256.1
6400     WEST                                                                                                AV,SPEEDING SCHOOL ZONE  33 MPH in a  20 MP,20,"ZUNIGA, E.",11/17/2017,3:27:00 PM,246.1
5800     BLANCO                                                                                              RD,SPEEDING  50 MPH in a  35 MPH zone,35,"SIEMENS, J.",11/17/2017,3:26:00 PM,206.1
5800     BLANCO                                                                                              RD,SPEEDING  47 MPH in a  35 MPH zone,35,"SIEMENS, J.",11/17/2017,3:20:00 PM,191.1
6400     WEST                                                                                                AV,SPEEDING SCHOOL ZONE  35 MPH in a  20 MP,20,"SINGLETON, R.",11/17/2017,3:09:00 PM,256.1
5800     BLANCO                                                                                              RD,SPEEDING  50 MPH in a  35 MPH zone,35,"SIEMENS, J.",11/17/2017,3:01:00 PM,206.1
6900     WEST                                                                                                AV,SPEEDING SCHOOL ZONE  37 MPH in a  20 MP,20,"WAGGONER, W.",11/16/2017,8:05:00 AM,276.1
5800     BLANCO                                                                                              RD,SPEEDING  57 MPH in a  35 MPH zone,35,"SIEMENS, J.",11/16/2017,4:52:00 PM,241.1
1700   NWMILITARY                                                                                            HY,SPEEDING  49 MPH in a  35 MPH zone,35,"ZUNIGA, E.",11/16/2017,4:49:00 PM,211.1
5800     BLANCO                                                                                              RD,SPEEDING  47 MPH in a  35 MPH zone,35,"SIEMENS, J.",11/16/2017,3:55:00 PM,191.1
6400     WEST                                                                                                AV,SPEEDING SCHOOL ZONE  33 MPH in a  20 MP,20,"SINGLETON, R.",11/16/2017,3:52:00 PM,296.1
5900     BLANCO                                                                                              RD,SPEEDING  48 MPH in a  35 MPH zone,35,"SIEMENS, J.",11/16/2017,3:31:00 PM,196.1
6400     WEST                                                                                                AV,SPEEDING SCHOOL ZONE  30 MPH in a  20 MP,20,"SINGLETON, R.",11/16/2017,3:22:00 PM,311.1
5800     BLANCO                                                                                              RD,SPEEDING  48 MPH in a  35 MPH zone,35,"SIEMENS, J.",11/16/2017,3:18:00 PM,276.1
7200     BLANCO                                                                                              RD,SPEEDING  53 MPH in a  45 MPH zone,45,"TOMBLIN, GARY",11/16/2017,12:09:00 AM,261.1
6400     WEST                                                                                                AV,SPEEDING SCHOOL ZONE  43 MPH in a  20 MP,20,"WAGGONER, W.",11/15/2017,8:19:00 AM,296.1
6400     WEST                                                                                                AV,SPEEDING SCHOOL ZONE  43 MPH in a  20 MP,20,"WAGGONER, W.",11/15/2017,8:10:00 AM,296.1
2200   NWMILITARY                                                                                            HY,SPEEDING  48 MPH in a  35 MPH zone,35,"TOMBLIN, GARY",11/15/2017,6:26:00 PM,196.1
6300     WEST                                                                                                AV,SPEEDING SCHOOL ZONE  39 MPH in a  20 MP,20,"DAVILA, J",11/15/2017,3:04:00 PM,276.1
0006700  BLK WEST AVENUE,SPEEDING  49 MPH in a  35 MPH zone,35,"COSSU, DANIEL",11/15/2017,12:38:00 PM,281.1
1900   NWLOOP 410 EBML,SPEEDING  82 MPH in a  65 MPH zone,65,"DAVILA, J",11/15/2017,12:27:00 AM,216.1
0002200  BLK NW MILITARY,SPEEDING  49 MPH in a  35 MPH zone,35,"COSSU, DANIEL",11/15/2017,12:15:00 PM,201.1
1700   NWLOOP 410 WBML,SPEEDING  82 MPH in a  65 MPH zone,65,"DAVILA, J",11/15/2017,12:09:00 AM,226.1
0006400  BLK WEST AVENUE,SPEEDING  47 MPH in a  35 MPH zone,35,"COSSU, DANIEL",11/15/2017,12:01:00 PM,191.1
1900     LOOP 410,SPEEDING  80 MPH in a  65 MPH zone,65,"DAVILA, J",11/14/2017,9:46:00 PM,206.1
6600     WEST                                                                                                AV,SPEEDING  47 MPH in a  35 MPH zone,35,"ZUNIGA, E.",11/14/2017,5:14:00 PM,271.1
1700   NWMILITARY                                                                                            HY,SPEEDING  47 MPH in a  35 MPH zone,35,"ZUNIGA, E.",11/14/2017,4:59:00 PM,191.1
6400     WEST                                                                                                AV,SPEEDING SCHOOL ZONE  35 MPH in a  20 MP,20,"ZUNIGA, E.",11/14/2017,3:45:00 PM,281.1
6400     WEST                                                                                                AV,SPEEDING SCHOOL ZONE  28 MPH in a  20 MP,20,"SINGLETON, R.",11/14/2017,3:43:00 PM,231.1
6400     WEST                                                                                                AV,SPEEDING SCHOOL ZONE  34 MPH in a  20 MP,20,"ZUNIGA, E.",11/14/2017,3:32:00 PM,251.1
2200   NWMILITARY                                                                                            HY,SPEEDING  50 MPH in a  35 MPH zone,35,"LEMMON, MATTHEW",11/14/2017,11:36:00 AM,216.1
1900   NWLOOP 410 WBML,SPEEDING  82 MPH in a  65 MPH zone,65,"DAVILA, J",11/14/2017,10:50:00 PM,216.1
2100   NWMILITARY                                                                                            HY,SPEEDING  62 MPH in a  35 MPH zone,35,"LEMMON, MATTHEW",11/14/2017,1:25:00 PM,266.1
6400     WEST                                                                                                AV,SPEEDING SCHOOL ZONE  45 MPH in a  35 MP,35,"CRAWFORD, TONY",11/13/2017,8:57:00 AM,231.1
0006900  WEST,SPEEDING SCHOOL ZONE  40 MPH in a  20 MP,20,"CRAWFORD, TONY",11/13/2017,8:01:00 AM,291.1
6400     WEST                                                                                                AV,SPEEDING SCHOOL ZONE  36 MPH in a  20 MP,20,"CRAWFORD, TONY",11/13/2017,7:47:00 AM,261.1
2200   NWMILITARY                                                                                            HY,SPEEDING  51 MPH in a  35 MPH zone,35,"CRAWFORD, TONY",11/13/2017,7:08:00 AM,211.1
6200     WEST                                                                                                AV,SPEEDING  50 MPH in a  35 MPH zone,35,"ZUNIGA, E.",11/13/2017,4:56:00 PM,206.1
2000   NWMILITARY                                                                                            HY,SPEEDING  48 MPH in a  35 MPH zone,35,"ZUNIGA, E.",11/13/2017,4:25:00 PM,196.1
2200   NWMILITARY                                                                                            HY,SPEEDING  48 MPH in a  35 MPH zone,35,"ZUNIGA, E.",11/13/2017,4:12:00 PM,196.1
6400     WEST                                                                                                AV,SPEEDING SCHOOL ZONE  34 MPH in a  20 MP,20,"ZUNIGA, E.",11/13/2017,3:54:00 PM,251.1
6400     WEST                                                                                                AV,SPEEDING SCHOOL ZONE  34 MPH in a  20 MP,20,"ZUNIGA, E.",11/13/2017,3:45:00 PM,251.1
1700   NWLOOP 410 WBML,SPEEDING  82 MPH in a  65 MPH zone,65,"DAVILA, J",11/13/2017,11:43:00 PM,226.1
1100   NWLOOP 410 EBML,SPEEDING  80 MPH in a  65 MPH zone,65,"DAVILA, J",11/13/2017,10:47:00 PM,206.1
2000   NWLOOP 410 WBML,SPEEDING  82 MPH in a  65 MPH zone,65,"DAVILA, J",11/13/2017,10:31:00 PM,226.1
6800     WEST                                                                                                AV,SPEEDING  54 MPH in a  35 MPH zone,35,"CRAWFORD, TONY",11/13/2017,1:41:00 PM,226.1
2200   NWMILITARY                                                                                            HY,SPEEDING  51 MPH in a  35 MPH zone,35,"LEMMON, MATTHEW",11/12/2017,3:27:00 PM,211.1
6400     WEST                                                                                                AV,SPEEDING  46 MPH in a  35 MPH zone,35,"ZUNIGA, E.",11/10/2017,5:53:00 PM,186.1
1700   NWMILITARY                                                                                            HY,SPEEDING  49 MPH in a  35 MPH zone,35,"ZUNIGA, E.",11/10/2017,5:34:00 PM,201.1
2000   NWMILITARY                                                                                            HY,SPEEDING  47 MPH in a  35 MPH zone,35,"ZUNIGA, E.",11/10/2017,5:13:00 PM,191.1
2100   NWMILITARY                                                                                            HY,SPEEDING  48 MPH in a  35 MPH zone,35,"ZUNIGA, E.",11/10/2017,4:56:00 PM,196.1
6900     WEST                                                                                                AV,SPEEDING SCHOOL ZONE  29 MPH in a  20 MP,20,"SINGLETON, R.",11/10/2017,3:36:00 PM,231.1
6400     WEST                                                                                                AV,SPEEDING  30 MPH in a  20 MPH zone,20,"SINGLETON, R.",11/10/2017,3:25:00 PM,206.1
6400     WEST                                                                                                AV,SPEEDING SCHOOL ZONE  30 MPH in a  20 MP,20,"SINGLETON, R.",11/10/2017,3:25:00 PM,231.1
6200     WEST                                                                                                AV,SPEEDING  47 MPH in a  35 MPH zone,35,"CRAWFORD, TONY",11/10/2017,2:02:00 PM,191.1
6200     BLANCO                                                                                              RD,SPEEDING  45 MPH in a  35 MPH zone,35,"TOMBLIN, GARY",11/10/2017,12:26:00 AM,181.1
0002200  BLK NW MILITARY,SPEEDING  59 MPH in a  35 MPH zone,35,"COSSU, DANIEL",11/9/2017,8:57:00 AM,251.1
0006600  BLK WEST AVENUE,SPEEDING  45 MPH in a  35 MPH zone,35,"COSSU, DANIEL",11/9/2017,8:05:00 AM,181.1
0006400  BLK WEST AVENUE,SPEEDING SCHOOL ZONE  34 MPH in a  20 MP,20,"COSSU, DANIEL",11/9/2017,7:45:00 AM,251.1
1100   NWLOOP 410 EBFR,SPEEDING  58 MPH in a  45 MPH zone,45,"DAVILA, J",11/9/2017,7:42:00 PM,276.1
0006800  BLK WEST AVENUE,SPEEDING SCHOOL ZONE  30 MPH in a  20 MP,20,"COSSU, DANIEL",11/9/2017,7:12:00 AM,231.1
1900   NWMILITARY                                                                                            HY,SPEEDING  50 MPH in a  35 MPH zone,35,"ZUNIGA, E.",11/9/2017,3:56:00 PM,206.1
6400     WEST                                                                                                AV,SPEEDING SCHOOL ZONE  34 MPH in a  20 MP,20,"ZUNIGA, E.",11/9/2017,3:38:00 PM,251.1
6700     WEST                                                                                                AV,SPEEDING  50 MPH in a  35 MPH zone,35,"ZUNIGA, E.",11/9/2017,3:28:00 PM,206.1
0006400  BLK WEST AVENUE,SPEEDING  48 MPH in a  35 MPH zone,35,"COSSU, DANIEL",11/9/2017,10:50:00 AM,196.1
0002200  BLK NW MILITARY,SPEEDING  49 MPH in a  35 MPH zone,35,"COSSU, DANIEL",11/9/2017,10:35:00 AM,201.1
6400     WEST                                                                                                AV,SPEEDING SCHOOL ZONE  39 MPH in a  20 MP,20,"WAGGONER, W.",11/8/2017,7:53:00 AM,276.1
6700     WEST                                                                                                AV,SPEEDING  50 MPH in a  35 MPH zone,35,"ZUNIGA, E.",11/8/2017,3:52:00 PM,206.1
